numero_partido,votos_legenda,nome_partido,sigla_partido
33,41,Partido da Mobilização Nacional,PMN
40,233,Partido Socialista Brasileiro,PSB
45,18,Partido da Social Democracia Brasileira,PSDB
13,20,Partido dos Trabalhadores,PT
19,18,Podemos,PODE
10,194,REPUBLICANOS,REPUBLICANOS
15,38,Movimento Democrático Brasileiro,MDB
65,5,Partido Comunista do Brasil,PC do B
