numero_partido,votos_legenda,nome_partido,sigla_partido
23,33,Cidadania,CIDADANIA
11,338,PROGRESSISTAS,PP
45,73,Partido da Social Democracia Brasileira,PSDB
36,7,Partido Trabalhista Cristão,PTC
13,37,Partido dos Trabalhadores,PT
51,9,Patriota,PATRIOTA
10,376,REPUBLICANOS,REPUBLICANOS
20,5,Partido Social Cristão,PSC
40,20,Partido Socialista Brasileiro,PSB
17,4,Partido Social Liberal,PSL
12,110,Partido Democrático Trabalhista,PDT
