numero_partido,votos_legenda,nome_partido,sigla_partido
25,67,Democratas,DEM
23,24,Cidadania,CIDADANIA
40,207,Partido Socialista Brasileiro,PSB
43,3,Partido Verde,PV
51,0,Patriota,PATRIOTA
33,16,Partido da Mobilização Nacional,PMN
45,60,Partido da Social Democracia Brasileira,PSDB
13,23,Partido dos Trabalhadores,PT
11,30,PROGRESSISTAS,PP
