numero_partido,votos_legenda,nome_partido,sigla_partido
27,3,Democracia Cristã,DC
23,27,Cidadania,CIDADANIA
55,64,Partido Social Democrático,PSD
12,214,Partido Democrático Trabalhista,PDT
40,157,Partido Socialista Brasileiro,PSB
33,40,Partido da Mobilização Nacional,PMN
45,13,Partido da Social Democracia Brasileira,PSDB
51,23,Patriota,PATRIOTA
10,32,REPUBLICANOS,REPUBLICANOS
19,47,Podemos,PODE
