numero_partido,votos_legenda,nome_partido,sigla_partido
15,162,Movimento Democrático Brasileiro,MDB
40,154,Partido Socialista Brasileiro,PSB
13,10,Partido dos Trabalhadores,PT
55,47,Partido Social Democrático,PSD
11,30,PROGRESSISTAS,PP
12,39,Partido Democrático Trabalhista,PDT
