numero_partido,votos_legenda,nome_partido,sigla_partido
23,47,Cidadania,CIDADANIA
11,105,PROGRESSISTAS,PP
40,20,Partido Socialista Brasileiro,PSB
33,51,Partido da Mobilização Nacional,PMN
45,41,Partido da Social Democracia Brasileira,PSDB
10,344,REPUBLICANOS,REPUBLICANOS
19,276,Podemos,PODE
